,Date,Open,High,Low,Close,Volume,SMA12,SMA20,RSI,OBV
0,03/01/2021,104.54,133.99,99.97,120.4,49793969,0.0,0.0,0.0,0.0
1,03/02/2021,116.93,133.2,112.2,118.18,33783039,0.0,0.0,0.0,-33783039.0
2,03/03/2021,122.51,127.75,113.12,124.18,19273881,0.0,0.0,74.42849548112707,-14509158.0
3,03/04/2021,125.0,147.87,115.3,132.35,32606891,0.0,0.0,87.77317907772527,18097733.0
4,03/05/2021,128.17,151.53,127.5,137.74,30733670,0.0,0.0,91.08031980594237,48831403.0
5,03/08/2021,154.89,210.87,146.1,194.5,63565621,0.0,0.0,97.80705818851361,112397024.0
6,03/09/2021,217.71,249.85,208.51,246.9,39099328,0.0,0.0,98.74672663957149,151496352.0
7,03/10/2021,269.43,348.5,172.0,265.0,71570570,0.0,0.0,98.91902979560447,223066922.0
8,03/11/2021,241.64,281.5,232.6,260.0,28312490,0.0,0.0,95.0322103447454,194754432.0
9,03/12/2021,275.0,295.5,262.27,264.5,25845900,0.0,0.0,95.21446240419601,220600332.0
10,03/15/2021,277.52,283.0,206.0,220.14,24226189,0.0,0.0,68.52578854147319,196374143.0
11,03/16/2021,203.16,220.7,172.35,208.17,35422871,191.005,0.0,63.36450830167475,160951272.0
12,03/17/2021,217.84,231.47,204.0,209.81,16481590,198.45583333333332,0.0,63.767169738716035,177432862.0
13,03/18/2021,214.0,218.88,195.65,201.75,11799910,205.42,0.0,60.26163098016033,165632952.0
14,03/19/2021,195.73,227.0,182.66,200.27,24677301,211.76083333333335,0.0,59.613572589304134,140955651.0
15,03/22/2021,205.26,210.36,186.2,194.49,10061510,216.93916666666667,0.0,57.033942373365214,130894141.0
16,03/23/2021,197.5,201.75,177.55,181.75,14429150,220.60666666666665,0.0,51.7213285196548,116464991.0
17,03/24/2021,157.98,166.97,118.62,120.34,24177881,214.42666666666665,0.0,34.86353758966513,92287110.0
18,03/25/2021,123.49,187.5,116.9,183.75,50962340,209.16416666666666,0.0,52.19126430397935,143249450.0
19,03/26/2021,197.68,218.93,163.26,181.0,37430672,202.16416666666666,188.26100000000002,51.550774471374076,105818778.0
20,03/29/2021,180.75,193.92,173.51,181.3,10042180,195.60583333333332,191.306,51.620525210818286,115860958.0
21,03/30/2021,187.5,204.3,182.0,194.46,17094920,189.76916666666668,195.12000000000003,54.7013470375702,132955878.0
22,03/31/2021,197.5,199.46,187.11,189.82,8393834,187.24250000000004,198.40200000000004,53.409907629559314,124562044.0
23,04/01/2021,193.36,196.97,183.6,191.45,9334345,185.84916666666666,201.35700000000003,53.82234894039738,133896389.0
24,04/05/2021,171.0,195.0,164.81,186.95,14070490,183.94416666666666,203.81750000000005,52.44209742468146,119825899.0
25,04/06/2021,185.21,192.0,183.56,184.5,6218318,182.50666666666666,203.31750000000005,51.66525591407428,113607581.0
26,04/07/2021,183.22,184.5,176.11,177.97,4768261,180.6483333333333,199.87100000000007,49.558090097846204,108839320.0
27,04/08/2021,185.88,185.88,164.3,170.26,10047390,178.6291666666667,195.13400000000007,47.11475547582303,98791930.0
28,04/09/2021,169.7,171.58,153.0,158.36,9462380,176.68000000000004,190.05200000000008,43.54617368407387,89329550.0
29,04/12/2021,158.11,163.9,135.01,141.09,16683600,178.4091666666667,183.88150000000007,38.9369223093386,72645950.0
30,04/13/2021,141.88,145.38,132.0,140.99,6806868,174.8458333333334,179.9240000000001,38.911239188148556,65839082.0
31,04/14/2021,143.57,174.09,143.0,166.53,21138141,173.64000000000007,177.8420000000001,48.29220905678014,86977223.0
32,04/15/2021,163.0,166.25,152.8,156.44,7856780,171.56833333333338,175.1735000000001,45.330567225215525,79120443.0
33,04/16/2021,156.0,160.2,151.25,154.69,5214710,168.25416666666672,172.8205000000001,44.81719578007187,73905733.0
34,04/19/2021,171.8,175.2,162.33,164.37,10520210,166.13333333333338,171.0255000000001,48.304691464091825,84425943.0
35,04/20/2021,164.14,164.89,153.36,158.53,4658608,163.39000000000004,169.2275000000001,46.3994715169244,79767335.0
36,04/21/2021,158.4,162.98,155.92,158.51,3812845,161.02000000000004,168.0655000000001,46.392723013022014,75954490.0
37,04/22/2021,159.1,159.1,146.86,151.17,4345809,158.24250000000004,169.6070000000001,43.870860698497566,71608681.0
38,04/23/2021,149.0,153.66,144.7,151.18,4042057,156.01000000000002,167.9785000000001,43.875336943796405,75650738.0
39,04/26/2021,150.98,174.68,148.76,168.93,10532110,155.89916666666667,167.37500000000009,51.299417739275476,86182848.0
40,04/27/2021,183.55,188.0,173.17,177.77,8932718,157.51666666666668,167.19850000000008,54.52563893160144,95115566.0
41,04/28/2021,172.1,181.98,166.03,178.58,5788938,160.64083333333335,166.40450000000007,54.82097350579179,100904504.0
42,04/29/2021,176.56,180.86,170.75,176.19,3760250,163.57416666666668,165.72300000000007,53.71251175106741,97144254.0
43,04/30/2021,175.0,183.8,172.7,173.59,4433565,164.1625,164.8300000000001,52.46959564005688,92710689.0
44,05/03/2021,177.49,177.49,159.61,162.2,5261019,164.6425,163.5925000000001,47.30529871383596,87449670.0
45,05/04/2021,159.0,161.49,151.8,160.73,4007512,165.14583333333334,162.40400000000008,46.66690184125774,83442158.0
46,05/05/2021,161.83,165.5,158.33,159.48,2805409,164.73833333333334,161.4795000000001,46.097219116561085,80636749.0
47,05/06/2021,160.86,164.72,155.6,161.01,2942802,164.945,161.0170000000001,46.950847083245414,83579551.0
48,05/07/2021,160.11,167.41,157.5,161.11,2934624,165.16166666666666,161.1545000000001,47.00991414115572,86514175.0
49,05/10/2021,161.31,161.59,143.0,143.22,4806685,164.49916666666664,161.26100000000008,38.70667138492752,81707490.0
50,05/11/2021,137.0,150.5,136.5,146.92,4684584,164.14416666666665,161.55750000000006,41.02668166710111,86392074.0
51,05/12/2021,145.7,150.5,142.23,144.79,2731510,162.1325,160.47050000000007,40.08602262875212,83660564.0
52,05/13/2021,147.44,169.95,146.43,164.5,8873487,161.02666666666667,160.87350000000006,51.229375055416035,92534051.0
53,05/14/2021,160.0,166.47,156.22,159.92,4293530,159.4716666666667,161.13500000000005,48.95106214254496,88240521.0
54,05/17/2021,159.85,182.5,159.0,180.6,7372763,159.83916666666667,161.94650000000007,58.0277311648711,95613284.0
55,05/18/2021,174.54,189.2,168.27,180.67,7738717,160.4291666666667,163.05350000000004,58.05491764792601,103352001.0
56,05/19/2021,171.99,178.98,164.15,168.83,4825905,160.9816666666667,163.56950000000006,51.92814533954741,98526096.0
57,05/20/2021,170.79,174.91,166.9,170.49,2478168,161.79500000000004,164.53550000000004,52.68212397249058,101004264.0
58,05/21/2021,171.0,179.24,170.33,176.79,3654683,163.23750000000004,165.81600000000006,55.532659519379195,104658947.0
59,05/24/2021,175.85,188.46,173.35,180.01,4664348,164.82083333333338,166.37000000000006,56.95982792764878,109323295.0
60,05/25/2021,181.0,217.11,181.0,209.43,14887460,168.84750000000005,167.95300000000003,67.28961200252644,124210755.0
61,05/26/2021,229.0,248.48,225.55,242.56,21119869,177.1258333333334,171.15200000000004,74.663904803669,145330624.0
62,05/27/2021,229.8,264.0,227.0,254.13,15526300,186.06000000000006,175.04900000000004,76.6441836155527,160856924.0
63,05/28/2021,262.97,268.8,221.43,222.0,11751370,192.49416666666673,177.46950000000004,62.12302407179606,149105554.0
64,06/01/2021,233.48,254.98,227.07,249.02,9625610,199.53750000000005,181.81050000000005,67.67033600844684,158731164.0
65,06/02/2021,248.88,294.0,244.3,282.24,16019220,209.73083333333338,187.88600000000002,72.9212496423445,174750384.0
66,06/03/2021,265.71,274.43,242.12,258.18,7999955,216.19583333333335,192.82100000000003,64.7221310022401,166750429.0
67,06/04/2021,256.02,265.0,245.77,248.36,3637515,221.8366666666667,197.18850000000003,61.67411968278727,163112914.0
68,06/07/2021,258.0,282.0,255.2,280.01,6051490,231.1016666666667,203.13350000000003,67.05869522775251,169164404.0
69,06/08/2021,292.0,344.66,281.0,300.0,17439119,241.8941666666667,210.9725,69.93203590724715,186603523.0
70,06/09/2021,303.12,328.0,291.51,302.56,13429310,252.37500000000003,218.7545,70.28944772123253,200032833.0
71,06/10/2021,282.0,288.0,211.0,220.39,22980150,255.74,222.53450000000004,49.81931569724915,177052683.0
72,06/11/2021,222.35,241.13,206.13,233.34,15580770,257.7325,225.97650000000004,52.18281606100278,192633453.0
73,06/14/2021,236.5,238.01,219.2,229.44,7132627,256.6391666666667,229.45250000000001,51.397684972568356,185500826.0
74,06/15/2021,226.36,229.25,208.0,222.5,7301935,254.00333333333336,231.54749999999999,49.9572529807088,178198891.0
75,06/16/2021,215.24,228.73,209.0,222.97,5564827,254.08416666666668,233.6625,50.059329684686624,183763718.0
76,06/17/2021,224.0,233.66,221.48,223.59,4608573,251.96500000000003,236.40050000000002,50.20362815028912,188372291.0
77,06/18/2021,220.18,223.49,213.0,213.82,4320317,246.2633333333334,238.567,47.85702009909518,184051974.0
78,06/21/2021,216.95,218.4,197.0,200.37,5120186,241.4458333333334,239.746,44.75556899242663,178931788.0
79,06/22/2021,217.73,225.88,209.17,220.4,8200177,239.1158333333334,241.76549999999997,49.95681696910814,187131965.0
80,06/23/2021,221.45,222.57,214.12,219.34,3555090,234.0600000000001,242.26099999999997,49.69019290925647,183576875.0
81,06/24/2021,221.16,227.45,211.6,212.31,3863339,226.75250000000008,240.74849999999998,47.865615194784056,179713536.0
82,06/25/2021,214.0,214.2,198.5,209.51,12692750,218.99833333333342,238.51749999999998,47.12342380789292,167020786.0
83,06/28/2021,211.25,224.45,210.2,213.25,4879364,218.40333333333342,238.07999999999998,48.277072601330055,171900150.0
84,06/29/2021,213.59,215.22,208.01,210.88,2480009,216.53166666666675,236.17299999999994,47.56881049194094,169420141.0
85,06/30/2021,209.69,215.28,206.94,214.14,2539648,215.25666666666675,232.76799999999997,48.68402799709629,171959789.0
86,07/01/2021,213.4,216.83,202.0,204.36,2742112,213.7450000000001,230.07699999999994,45.553635138214666,169217677.0
87,07/02/2021,204.8,205.45,196.5,202.83,2602729,212.06666666666675,227.80049999999997,45.06544026059794,166614948.0
88,07/06/2021,204.0,204.77,193.71,199.56,2768062,210.06416666666675,223.77799999999996,43.98058405662235,163846886.0
89,07/07/2021,196.0,197.5,177.56,190.66,4239500,208.13416666666672,218.31099999999998,41.08186798296081,159607386.0
90,07/08/2021,179.83,194.22,179.5,191.38,2857514,207.38500000000008,212.75199999999995,41.41825110142084,162464900.0
91,07/09/2021,190.88,194.78,186.75,191.23,1582925,204.95416666666674,211.29399999999993,41.365264693710465,160881975.0
92,07/12/2021,191.42,197.75,187.42,189.25,1636324,202.44666666666672,209.0894999999999,40.62644217187979,159245651.0
93,07/13/2021,187.68,188.79,179.0,180.06,2397944,199.75916666666672,206.62049999999994,37.29670617117501,156847707.0
94,07/14/2021,180.49,182.38,165.07,167.62,3913770,196.26833333333335,203.87649999999994,33.316136777616705,152933937.0
95,07/15/2021,160.0,171.99,158.01,166.82,4298589,192.3991666666667,201.06899999999993,33.07168939540888,148635348.0
96,07/16/2021,170.15,179.47,166.3,169.04,3287929,188.91250000000002,198.34149999999994,34.50773565873695,151923277.0
97,07/19/2021,163.3,176.0,161.22,173.49,2436934,185.52500000000006,196.32499999999993,37.406924978819575,154360211.0
98,07/20/2021,173.9,193.64,172.42,191.18,3101090,184.4266666666667,195.86549999999994,47.3792439084473,157461301.0
99,07/21/2021,187.79,195.51,182.11,185.81,2229184,183.00833333333335,194.13599999999994,45.03372530313823,155232117.0
100,07/22/2021,185.3,187.69,176.15,178.85,1412988,181.28250000000003,192.11149999999992,42.12307230274189,153819129.0
101,07/23/2021,181.0,181.6,173.84,180.36,1316168,180.4241666666667,190.51399999999995,42.9840683839305,155135297.0
102,07/26/2021,180.36,186.04,178.76,183.94,1260593,179.8041666666667,189.23549999999994,45.0704442705951,156395890.0
103,07/27/2021,183.0,185.0,176.66,178.54,1214775,178.7466666666667,187.49999999999994,42.54169079298582,155181115.0
104,07/28/2021,175.72,177.12,164.27,169.12,4100845,177.0691666666667,185.41199999999995,38.48520225118817,151080270.0
105,07/29/2021,170.6,173.89,164.51,164.86,2239995,175.80250000000004,182.94799999999995,36.77731609190025,148840275.0
106,07/30/2021,165.0,167.22,158.87,161.12,2377118,175.26083333333338,180.78599999999994,35.29636140723855,146463157.0
107,08/02/2021,162.0,163.59,155.06,157.65,2532931,174.4966666666667,178.52699999999996,33.93114104289178,143930226.0
108,08/03/2021,156.74,158.89,148.2,152.75,14450620,173.1391666666667,176.18649999999997,32.04618820804863,129479606.0
109,08/04/2021,152.73,157.79,145.69,146.8,2393484,170.91500000000005,173.99349999999998,29.875847919176877,127086122.0
110,08/05/2021,148.0,157.6,145.22,153.44,2412123,167.77000000000004,172.09649999999996,35.15387123990088,129498245.0
111,08/06/2021,154.59,156.5,150.31,151.77,1352689,164.9333333333334,170.12349999999998,34.45153459485107,128145556.0
112,08/09/2021,151.8,164.71,150.66,161.13,2249204,163.45666666666673,168.71749999999997,41.50547013620999,130394760.0
113,08/10/2021,161.36,166.9,155.35,159.05,1623334,161.68083333333342,167.66699999999997,40.46338467806042,128771426.0
114,08/11/2021,158.43,159.05,154.62,158.78,945428,159.58416666666676,167.225,40.321862762681725,127825998.0
115,08/12/2021,159.88,164.28,157.33,162.35,1319832,158.2350000000001,167.0015,43.15298294708069,129145830.0
116,08/13/2021,160.47,163.55,157.41,162.52,1014751,157.6850000000001,166.6755,43.29094537963011,130160581.0
117,08/16/2021,161.0,169.88,159.16,163.93,1574877,157.60750000000007,166.1975,44.49416980593984,131735458.0
118,08/17/2021,161.19,169.48,161.1,163.55,1215938,157.8100000000001,164.816,44.2218493281816,130519520.0
119,08/18/2021,163.25,165.6,156.75,157.05,1411842,157.7600000000001,163.37800000000001,39.74127735631215,129107678.0
120,08/19/2021,156.77,157.99,150.78,152.9,1196548,157.77250000000012,162.08050000000003,37.15300526285579,127911130.0
121,08/20/2021,153.8,160.09,153.24,159.3,1154858,158.8141666666668,161.02750000000003,43.28730450471729,129065988.0
122,08/23/2021,162.38,167.29,159.55,164.89,1343032,159.76833333333346,160.07500000000002,48.05632946262381,130409020.0
123,08/24/2021,166.29,225.0,165.15,210.29,14652210,164.64500000000012,161.66250000000002,70.06977477800164,145061230.0
124,08/25/2021,206.65,227.0,193.0,199.65,12861060,167.85500000000013,163.18900000000002,63.29922077941552,132200170.0
125,08/26/2021,200.68,217.0,199.0,205.22,6238647,171.7025000000001,165.20700000000002,65.19518883993425,138438817.0
126,08/27/2021,207.7,213.0,200.02,204.95,3230804,175.55000000000007,167.3985,65.01984322795465,135208013.0
127,08/30/2021,205.0,218.19,203.02,209.2,3309584,179.45416666666674,169.976,66.54512007944791,138517597.0
128,08/31/2021,212.7,222.3,211.46,218.24,3574687,184.09750000000005,173.25050000000002,69.5832345948718,142092284.0
129,09/01/2021,224.0,231.44,208.02,212.97,4453782,188.1841666666667,176.559,65.83008440201053,137638502.0
130,09/02/2021,213.86,214.8,206.3,213.52,1855618,192.34833333333336,179.563,66.03598005424979,139494120.0
131,09/03/2021,212.05,216.27,198.84,202.75,2664005,196.15666666666667,182.112,58.59087316397378,136830115.0
132,09/07/2021,206.25,209.9,196.1,199.0,2501178,199.99833333333333,184.00549999999998,56.21437258053916,134328937.0
133,09/08/2021,201.86,206.88,190.68,198.8,5173566,203.29,185.993,56.08371694251112,129155371.0
134,09/09/2021,180.09,202.0,178.0,199.18,7511458,206.1475,188.01299999999998,56.29158327170393,136666829.0
135,09/10/2021,198.41,202.16,190.0,190.41,3042648,204.4908333333333,189.41599999999997,50.36641985595072,133624181.0
136,09/13/2021,193.75,208.88,191.5,203.4,4334068,204.8033333333333,191.45999999999998,57.50186373235263,137958249.0
137,09/14/2021,200.65,204.62,195.0,199.24,2141631,204.30500000000004,193.22549999999998,54.785547904874136,135816618.0
138,09/15/2021,197.0,204.87,193.75,204.52,2310407,204.2691666666667,195.27399999999997,57.527924552952385,138127025.0
139,09/16/2021,202.33,216.55,201.15,206.37,3058217,204.0333333333334,197.73999999999995,58.47819782433625,141185242.0
140,09/17/2021,208.02,212.49,200.78,204.97,3950643,202.9275,200.34349999999998,57.43099131416691,137234599.0
141,09/20/2021,200.0,202.85,184.55,192.2,3941802,201.1966666666667,201.9885,48.83969258934944,133292797.0
142,09/21/2021,199.36,199.36,186.0,189.95,2633827,199.2325,203.24149999999997,47.49164258475451,130658970.0
143,09/22/2021,189.64,193.5,186.29,190.14,2256593,198.18166666666664,202.23399999999998,47.62311314941742,132915563.0
144,09/23/2021,192.33,195.75,190.6,191.24,1682259,197.535,201.81349999999995,48.42818798862474,134597822.0
145,09/24/2021,191.0,191.72,184.11,185.16,1685759,196.3983333333333,200.8105,44.36872061019674,132912063.0
146,09/27/2021,185.92,192.05,185.87,189.48,1470146,195.59,200.03699999999998,47.72189052537051,134382209.0
147,09/28/2021,188.0,190.81,178.0,178.6,1770493,194.60583333333332,198.507,41.0164884914136,132611716.0
148,09/29/2021,180.09,184.48,174.61,175.92,1899933,192.31583333333333,196.39100000000002,39.54260537362155,130711783.0
149,09/30/2021,175.0,185.45,166.79,175.47,3177453,190.33499999999995,194.51600000000005,39.287323829960364,127534330.0
150,10/01/2021,179.4,179.49,172.25,176.91,1551139,188.0341666666666,192.68550000000005,40.60865583019418,129085469.0
151,10/04/2021,175.95,176.95,170.77,171.36,1195738,185.11666666666665,191.11600000000004,37.244259897807,127889731.0
152,10/05/2021,171.19,173.17,166.7,172.18,1315854,182.38416666666663,189.77500000000003,38.060766803265615,129205585.0
153,10/06/2021,170.06,172.96,165.81,171.07,1200320,180.62333333333333,188.38850000000005,37.3523031060419,128005265.0
154,10/07/2021,172.0,175.2,170.54,172.12,1159326,179.13750000000002,187.03550000000004,38.518140721895286,129164591.0
155,10/08/2021,172.5,175.72,171.12,172.68,818207,177.6825,186.14900000000006,39.16833933369664,129982798.0
156,10/11/2021,173.0,188.49,173.0,178.1,2684855,176.5875,184.88400000000004,45.207995022937304,132667653.0
157,10/12/2021,180.5,181.78,173.8,175.82,1233652,175.8091666666667,183.71300000000005,43.26213883899118,131434001.0
158,10/13/2021,178.3,188.21,176.0,184.06,1930239,175.35750000000004,182.69000000000005,51.40318708840577,133364240.0
159,10/14/2021,183.76,190.2,182.6,183.83,1676008,175.79333333333338,181.56300000000005,51.18243054671384,131688232.0
160,10/15/2021,184.0,186.98,180.88,183.28,1199977,176.40666666666672,180.47850000000008,50.622560567810375,130488255.0
161,10/18/2021,182.94,189.87,182.55,186.02,1589648,177.2858333333334,180.16950000000008,53.35971932050384,132077903.0
162,10/19/2021,188.99,192.18,184.4,186.79,2070618,178.10916666666674,180.0115000000001,54.12926075192799,134148521.0
163,10/20/2021,186.33,188.0,181.98,184.52,2276903,179.2058333333334,179.7305000000001,51.43494230884486,131871618.0
164,10/21/2021,184.71,190.7,180.6,181.71,2402368,180.00000000000009,179.25400000000008,48.23429438480541,129469250.0
165,10/22/2021,178.1,179.49,167.8,169.8,2800443,179.89416666666673,178.4860000000001,37.56466581172719,126668807.0
166,10/25/2021,169.42,174.8,167.26,173.97,1442806,180.0483333333334,177.71050000000008,42.37130102206097,128111613.0
167,10/26/2021,173.36,185.0,172.5,177.84,2176749,180.47833333333344,177.6725000000001,46.48863719519417,130288362.0
168,10/27/2021,180.0,183.09,172.33,173.51,1106998,180.09583333333342,177.55200000000008,42.80377539853551,129181364.0
169,10/28/2021,175.16,183.14,175.0,182.85,1696206,180.68166666666673,177.9210000000001,51.697568902417956,130877570.0
170,10/29/2021,182.81,185.75,178.0,183.51,2293970,180.63583333333338,178.25100000000012,52.26245579171734,133171540.0
171,11/01/2021,182.53,208.57,182.05,200.09,4944203,181.9908333333334,179.6875000000001,63.735917560328794,138115743.0
172,11/02/2021,199.35,211.94,191.69,206.99,3882336,183.96666666666673,181.42800000000014,67.26231760429113,141998079.0
173,11/03/2021,214.0,255.69,208.25,218.33,11265590,186.65916666666672,183.7910000000001,72.06942106952289,153263669.0
174,11/04/2021,222.0,228.97,211.55,217.84,2907976,189.24666666666675,186.07700000000014,71.5803219344674,150355693.0
175,11/05/2021,220.64,221.0,209.01,213.25,1810717,191.6408333333334,188.10550000000015,66.9938169230454,148544976.0
176,11/08/2021,212.5,225.04,212.01,218.64,2157912,194.7183333333334,190.13250000000014,69.46785460426129,150702888.0
177,11/09/2021,222.0,223.49,204.44,206.6,1845298,197.78500000000005,191.67150000000012,58.8553196531862,148857590.0
178,11/10/2021,202.12,207.39,196.5,199.19,1309389,199.88666666666674,192.42800000000014,53.44391607279745,147548201.0
179,11/11/2021,200.0,208.09,198.15,204.32,1079401,202.0933333333334,193.45250000000016,56.43060229651673,148627602.0
180,11/12/2021,202.14,205.36,197.88,202.1,927991,204.4758333333334,194.39350000000013,54.792450388115135,147699611.0
181,11/15/2021,203.86,211.5,201.69,209.14,1466424,206.66666666666674,195.54950000000014,58.87002827614644,149166035.0
182,11/16/2021,209.02,212.57,203.63,207.18,1214596,208.63916666666674,196.56900000000013,57.31990980322062,147951439.0
183,11/17/2021,206.3,217.7,206.0,210.0,1352714,209.46500000000006,197.84300000000013,58.99295192464574,149304153.0
184,11/18/2021,210.25,215.14,207.5,210.12,1005775,209.7258333333334,199.26350000000016,59.06648410043147,150309928.0
185,11/19/2021,209.14,229.39,208.25,228.8,3043720,210.59833333333344,202.21350000000015,68.52737753503837,153353648.0
186,11/22/2021,230.46,249.64,229.75,247.55,4379604,213.07416666666677,205.89250000000015,74.8186812988325,157733252.0
187,11/23/2021,243.84,252.2,212.56,213.9,3351636,213.12833333333344,207.69550000000012,53.96826748024205,154381616.0
188,11/24/2021,217.25,223.99,208.0,211.78,1309388,212.5566666666668,209.6090000000001,52.96678418128959,153072228.0
189,11/26/2021,208.08,211.73,199.2,199.72,1235277,211.98333333333346,210.4525000000001,47.55995331035812,151836951.0
190,11/29/2021,204.0,207.91,200.94,202.01,1108844,212.21833333333345,211.3775000000001,48.63222004564551,152945795.0
191,11/30/2021,200.1,203.95,188.0,196.21,1723949,211.5425000000001,211.1835000000001,46.063179997113664,151221846.0
192,12/01/2021,199.4,200.11,177.01,179.84,2355535,209.6875000000001,209.8260000000001,39.69029002208038,148866311.0
193,12/02/2021,185.0,187.43,173.07,181.56,2087100,207.3891666666668,207.98750000000013,40.619872820204215,150953411.0
194,12/03/2021,181.0,183.93,159.05,172.39,4096688,204.49000000000012,205.71500000000015,37.31741022495207,146856723.0
195,12/06/2021,166.0,173.34,163.2,167.12,2228636,200.91666666666677,203.40850000000015,35.52962268395615,144628087.0
196,12/07/2021,175.18,181.98,170.51,177.81,1972395,198.22416666666678,201.36700000000016,41.63749700588955,146600482.0
197,12/08/2021,176.6,180.25,171.96,173.65,2611195,193.62833333333344,199.71950000000018,40.047467277481076,143989287.0
198,12/09/2021,167.0,172.69,151.0,155.76,5084340,185.97916666666674,197.54800000000017,34.0291694891704,138904947.0
199,12/10/2021,159.83,162.3,148.0,159.01,4526860,181.4050000000001,195.28250000000014,35.91335583557043,143431807.0
200,12/13/2021,160.33,160.89,135.07,136.88,5486201,175.1633333333334,192.02150000000015,29.69426124568298,137945606.0
201,12/14/2021,131.0,150.37,129.5,147.69,6512133,170.8275000000001,188.94900000000015,35.56412309866593,144457739.0
202,12/15/2021,147.46,152.0,141.12,148.59,2765992,166.37583333333345,186.01950000000016,36.042893628083824,147223731.0
203,12/16/2021,152.93,154.44,142.13,144.59,2164762,162.07416666666677,182.7490000000002,34.805109701714386,145058969.0
